Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
2932 raleigh dr,Stockton,San-Joaquin-County,Ca,95209,439500.0,58.0,49.0,4.0,3.0,2042.0,Single family residential,1976.0,Active
1000 w turner rd,Lodi,San-Joaquin-County,Ca,95242,635000.0,49.0,53.0,3.0,3.0,2196.0,Single family residential,1958.0,Active
22460 n sixth st,Clements,San-Joaquin-County,Ca,95227,1200000.0,18.0,17.0,2.0,3.0,2597.0,Single family residential,1960.0,Active
21897 n davis rd,Lodi,San-Joaquin-County,Ca,95242,1100000.0,0.0,28.0,3.0,3.0,2311.0,Single family residential,1950.0,Active
5236 barbados cir,Stockton,San-Joaquin-County,Ca,95210,485000.0,59.0,72.0,5.0,3.5,2070.0,Single family,1994.0,Active
10933 monomoy way,Stockton,San-Joaquin-County,Ca,95219,810123.0,1.0,38.0,4.0,3.5,3156.0,Single family residential,2021.0,Active
1317 e church st,Stockton,San-Joaquin-County,Ca,95205,290000.0,65.0,51.0,2.0,1.0,1054.0,Single family residential,1914.0,Active
1506 gauntlet dr,Stockton,San-Joaquin-County,Ca,95206,551365.0,30.0,38.0,4.0,2.5,2215.0,Single family residential,2021.0,Active
17 n central ave,Lodi,San-Joaquin-County,Ca,95240,420000.0,89.0,68.0,2.0,1.0,1177.0,Multi-family (2-4 unit),1923.0,Active
17650 e collier rd,Acampo,San-Joaquin-County,Ca,95220,1799950.0,0.0,25.0,4.0,3.5,4021.0,Multi-family (2-4 unit),2008.0,Active
16093 prescott rd,Manteca,San-Joaquin-County,Ca,95336,1700000.0,6.0,28.0,3.0,3.0,2674.0,Single family residential,1962.0,Active
10449 e state route 12 hwy,Lodi,San-Joaquin-County,Ca,95240,2000000.0,9.0,27.0,2.0,2.0,1489.0,Single family residential,1918.0,Active
17091 victory ave,Oakdale,San-Joaquin-County,Ca,95361,1625000.0,0.0,27.0,4.0,3.5,3465.0,Single family residential,2003.0,Active
4316 famoso ln,Tracy,San-Joaquin-County,Ca,95377,799000.0,13.0,43.0,5.0,3.0,2451.0,Single family residential,2006.0,Active
3219 e waterloo rd,Stockton,San-Joaquin-County,Ca,95205,365000.0,53.0,46.0,2.0,2.5,1100.0,Single family residential,1926.0,Active
2619 summerfield dr,Stockton,San-Joaquin-County,Ca,95209,659789.0,26.0,58.0,4.0,2.0,1832.0,Single family residential,1983.0,Active
2107 admiralty ln,Foster city,San-Mateo-County,Ca,94404,599000.0,57.0,50.0,1.0,1.0,752.0,Condo,1965.0,Active
45 appian way unit a,South san francisco,San-Mateo-County,Ca,94080,798000.0,68.0,19.0,2.0,2.0,1252.0,Condo,1984.0,Active
529 4th ave,San bruno,San-Mateo-County,Ca,94066,1248000.0,83.0,63.0,5.0,3.5,1800.0,Single family home,1943.0,Active
1001 san antonio cir #11,Daly city,San-Mateo-County,Ca,94014,738000.0,62.0,19.0,2.0,1.5,923.0,Townhouse,1986.0,Active
181 e hillsdale blvd,San mateo,San-Mateo-County,Ca,94403,1375000.0,83.0,80.0,2.0,2.0,1150.0,Single family home,1948.0,Active
319 san carlos ave,Redwood city,San-Mateo-County,Ca,94061,1749000.0,66.0,64.0,3.0,2.0,1280.0,Single family home,1920.0,Active
1 mandalay pl #702,South san francisco,San-Mateo-County,Ca,94080,749000.0,24.0,35.0,1.0,1.0,935.0,Condo,2004.0,Active
290 waters park cir,San mateo,San-Mateo-County,Ca,94403,1263006.0,0.0,0.0,2.0,2.5,1386.0,Condo,2022.0,New
4000 farm hill blvd #305,Redwood city,San-Mateo-County,Ca,94061,898000.0,14.0,25.0,3.0,2.0,1157.0,Condo,1973.0,Active
245 boardwalk ave unit d,San bruno,San-Mateo-County,Ca,94066,550000.0,44.0,27.0,1.0,1.0,650.0,Condo,1971.0,Active
4283 george ave #2,San mateo,San-Mateo-County,Ca,94403,798000.0,74.0,74.0,2.0,2.0,1040.0,Condo,1965.0,Active
1501 cherry st #107,San carlos,San-Mateo-County,Ca,94070,1049000.0,94.0,73.0,1.0,1.0,749.0,Condo,2022.0,Active
86 hillcrest dr,Daly city,San-Mateo-County,Ca,94014,948500.0,89.0,38.0,2.0,1.0,820.0,Single family residential,1926.0,Active
306 avalon dr,South san francisco,San-Mateo-County,Ca,94080,1398000.0,45.0,26.0,3.0,1.5,1500.0,Single family residential,1955.0,Active
1507 folger dr,Belmont,San-Mateo-County,Ca,94002,2398000.0,51.0,48.0,3.0,3.0,1730.0,Single family home,1945.0,Active
826 s eldorado st,San mateo,San-Mateo-County,Ca,94402,1800000.0,93.0,83.0,4.0,2.5,1800.0,Single family home,1931.0,Active
1919 alameda de las pulgas #63,San mateo,San-Mateo-County,Ca,94403,860000.0,47.0,52.0,2.0,2.0,1024.0,Condo,1974.0,Active
3517 winway,San mateo,San-Mateo-County,Ca,94403,2200000.0,78.0,64.0,3.0,2.0,2090.0,Single family home,1949.0,Active
302 e 39th ave,San mateo,San-Mateo-County,Ca,94403,1298000.0,75.0,71.0,2.0,1.0,860.0,Single family home,1950.0,Active
1855 maxine ave,San mateo,San-Mateo-County,Ca,94401,1498000.0,37.0,70.0,3.0,3.0,1500.0,Single family home,1955.0,Active
2727 hallmark dr,Belmont,San-Mateo-County,Ca,94002,2188000.0,5.0,13.0,4.0,2.0,1820.0,Single family home,1966.0,Active
2502 hastings shore ln,Redwood city,San-Mateo-County,Ca,94065,699000.0,61.0,79.0,1.0,1.0,747.0,Condo,1995.0,Active
5 murphy pl,San mateo,San-Mateo-County,Ca,94402,2398000.0,8.0,8.0,3.0,2.0,1950.0,Single family home,1973.0,Active
390 miriam st,Daly city,San-Mateo-County,Ca,94014,998000.0,94.0,37.0,4.0,2.0,2061.0,Single family residential,1926.0,Active
1204 sharon park dr #78,Menlo park,San-Mateo-County,Ca,94025,1495000.0,16.0,34.0,2.0,2.0,1860.0,Condo,1978.0,Active
70 colorados dr,Millbrae,San-Mateo-County,Ca,94030,2388000.0,19.0,14.0,3.0,3.5,2420.0,Single family home,1979.0,Active
162 beachview ave,Pacifica,San-Mateo-County,Ca,94044,1195000.0,34.0,20.0,4.0,2.5,1580.0,Single family home,1964.0,Active
502 silver ave,Half moon bay,San-Mateo-County,Ca,94019,1998000.0,64.0,76.0,4.0,3.0,2860.0,Single family home,1990.0,Active
3221 shelter creek ln,San bruno,San-Mateo-County,Ca,94066,399000.0,45.0,18.0,0.0,1.0,490.0,Condo,1972.0,Active
2931 crestmoor dr,San bruno,San-Mateo-County,Ca,94066,1549000.0,35.0,40.0,3.0,2.0,1390.0,Single family home,1957.0,Active
500 baltic cir #516,Redwood shores,San-Mateo-County,Ca,94065,1625000.0,12.0,72.0,3.0,2.5,1567.0,Condo,1997.0,Active
423 oriente st,Daly city,San-Mateo-County,Ca,94014,995000.0,56.0,25.0,5.0,2.0,1469.0,Single family residential,1949.0,Active
366 imperial way #6,Daly city,San-Mateo-County,Ca,94015,588000.0,54.0,29.0,2.0,1.5,1048.0,Condo,1974.0,Active
303 forest view dr,South san francisco,San-Mateo-County,Ca,94080,1150000.0,53.0,43.0,3.0,1.0,1000.0,Single family residential,1953.0,Active
709 w orange ave,South san francisco,San-Mateo-County,Ca,94080,949000.0,77.0,57.0,2.0,1.0,800.0,Single family home,1944.0,Active
681 skyline dr,Daly city,San-Mateo-County,Ca,94015,1388000.0,25.0,20.0,3.0,3.0,2130.0,Single family home,1958.0,Active
1158 rickover ln,Foster city,San-Mateo-County,Ca,94404,1628000.0,58.0,65.0,3.0,2.5,1700.0,Townhouse,1975.0,Active
1714 whipple ave,Redwood city,San-Mateo-County,Ca,94062,2100000.0,56.0,69.0,4.0,2.0,1975.0,Single family home,1942.0,Active
3101 shelter creek ln,San bruno,San-Mateo-County,Ca,94066,499000.0,45.0,18.0,1.0,1.0,680.0,Condo,1972.0,Pending
21 erin ln,Half moon bay,San-Mateo-County,Ca,94019,1199000.0,66.0,54.0,3.0,3.0,1700.0,Townhouse,1997.0,Active
475 winged foot rd,Half moon bay,San-Mateo-County,Ca,94019,1798000.0,17.0,62.0,3.0,3.0,2540.0,Single family home,1977.0,Active
2501 fleetwood dr,San bruno,San-Mateo-County,Ca,94066,1298000.0,24.0,17.0,3.0,3.0,1355.0,Single family home,1954.0,Active
1500 willow ave #202,Burlingame,San-Mateo-County,Ca,94010,828000.0,71.0,76.0,2.0,2.0,1032.0,Condo,1981.0,Active
3550 carter dr #77,South san francisco,San-Mateo-County,Ca,94080,698000.0,59.0,18.0,2.0,1.5,877.0,Condo,1979.0,Active
814 miller ave,South san francisco,San-Mateo-County,Ca,94080,1805000.0,57.0,41.0,4.0,3.0,2000.0,Single family home,1939.0,Active
406 e oakwood blvd,Redwood city,San-Mateo-County,Ca,94061,1699000.0,69.0,74.0,3.0,2.0,1870.0,Single family home,1956.0,Active
1533 terra nova blvd,Pacifica,San-Mateo-County,Ca,94044,1098000.0,15.0,2.0,3.0,2.0,1110.0,Single family home,1962.0,Active
104 s fremont st,San mateo,San-Mateo-County,Ca,94401,1400000.0,90.0,83.0,2.0,2.0,1280.0,Single family residential,1927.0,Active
1 heritage ct,Belmont,San-Mateo-County,Ca,94002,1968000.0,7.0,26.0,3.0,2.5,2140.0,Single family home,1975.0,Active
1229 ruby st,Redwood city,San-Mateo-County,Ca,94061,1898888.0,65.0,60.0,4.0,2.0,1480.0,Single family home,1950.0,Active
521 monterey rd unit b,Pacifica,San-Mateo-County,Ca,94044,1499000.0,39.0,11.0,3.0,3.0,1720.0,Single family home,1998.0,Active
200 san diego ave,San bruno,San-Mateo-County,Ca,94066,1299000.0,91.0,62.0,3.0,2.0,1540.0,Single family home,1924.0,Active
174 simpson dr,Daly city,San-Mateo-County,Ca,94015,1099888.0,52.0,19.0,3.0,2.0,1360.0,Single family home,1969.0,Active
202 roosevelt ave,Redwood city,San-Mateo-County,Ca,94061,1295000.0,90.0,72.0,2.0,1.0,890.0,Single family home,1940.0,Active
133 burbank ave,San mateo,San-Mateo-County,Ca,94403,1998000.0,85.0,46.0,3.0,1.0,1380.0,Single family home,1941.0,Active
389 heather way,South san francisco,San-Mateo-County,Ca,94080,1349000.0,39.0,27.0,3.0,2.0,1575.0,Single family home,1954.0,Active
2425 s norfolk st #302,San mateo,San-Mateo-County,Ca,94403,868000.0,50.0,81.0,2.0,2.0,1000.0,Condo,1988.0,Active
110 park rd #103,Burlingame,San-Mateo-County,Ca,94010,1588000.0,97.0,82.0,2.0,2.0,1740.0,Condo,1975.0,Active
1101 continentals way #104,Belmont,San-Mateo-County,Ca,94002,560000.0,52.0,33.0,1.0,1.0,740.0,Condo,1967.0,Active
605 sylvan ave,San mateo,San-Mateo-County,Ca,94403,1498000.0,47.0,49.0,2.0,1.0,1430.0,Single family home,1949.0,Active
1043 yates way,San mateo,San-Mateo-County,Ca,94403,1335000.0,74.0,82.0,2.0,2.5,1254.0,Townhouse,2000.0,Active
1010 arlington ln,Daly city,San-Mateo-County,Ca,94014,898000.0,14.0,12.0,2.0,2.5,1177.0,Townhouse,1985.0,Active
405 29th ave,San mateo,San-Mateo-County,Ca,94403,2180000.0,68.0,56.0,3.0,2.5,2000.0,Single family home,1941.0,Active
1456 san carlos ave #201,San carlos,San-Mateo-County,Ca,94070,938000.0,94.0,73.0,2.0,2.0,1280.0,Condo,1974.0,Active
16 williams ln,Foster city,San-Mateo-County,Ca,94404,1688000.0,19.0,72.0,3.0,2.5,1550.0,Single family home,1986.0,Active
1051 beach park blvd #105,Foster city,San-Mateo-County,Ca,94404,899888.0,42.0,75.0,2.0,2.0,1349.0,Condo,1976.0,Active
812 magellan ln,Foster city,San-Mateo-County,Ca,94404,1680000.0,61.0,51.0,4.0,2.5,2030.0,Townhouse,1974.0,Active
32 ventura ave,La honda,San-Mateo-County,Ca,94020,845000.0,27.0,11.0,3.0,1.0,1360.0,Single family home,1981.0,Active
910 beach park blvd #101,Foster city,San-Mateo-County,Ca,94404,848000.0,52.0,67.0,2.0,2.0,1087.0,Condo,1973.0,Active
618 walnut st #307,San carlos,San-Mateo-County,Ca,94070,825000.0,96.0,73.0,1.0,1.0,774.0,Condo,2003.0,Active
138 cypress point rd,Half moon bay,San-Mateo-County,Ca,94019,1699000.0,17.0,67.0,3.0,3.0,2770.0,Single family home,1986.0,Active
10 burnham ct,San carlos,San-Mateo-County,Ca,94070,2399000.0,16.0,39.0,4.0,3.0,1950.0,Single family home,1956.0,Active
827 stoneyford dr,Daly city,San-Mateo-County,Ca,94015,999500.0,49.0,30.0,3.0,1.0,1120.0,Single family home,1949.0,Active
1226 fernside st,Redwood city,San-Mateo-County,Ca,94061,1998000.0,44.0,62.0,4.0,2.0,1700.0,Single family home,1951.0,Active
216 wicklow dr,South san francisco,San-Mateo-County,Ca,94080,1098000.0,24.0,19.0,3.0,1.0,1030.0,Single family home,1952.0,Active
306 northumberland ave,Redwood city,San-Mateo-County,Ca,94061,1249000.0,86.0,75.0,3.0,2.5,1585.0,Townhouse,1987.0,Active
840 sea spray ln #302,Foster city,San-Mateo-County,Ca,94404,1050000.0,66.0,75.0,2.0,2.0,1500.0,Condo,1981.0,Active
218 mansfield dr,South san francisco,San-Mateo-County,Ca,94080,1199000.0,24.0,19.0,3.0,1.0,1030.0,Single family home,1952.0,Active
3504 winway,San mateo,San-Mateo-County,Ca,94403,1639000.0,80.0,56.0,2.0,2.0,1270.0,Single family home,1948.0,Active
485 lakeshire dr,Daly city,San-Mateo-County,Ca,94015,1388000.0,63.0,35.0,4.0,3.0,1906.0,Single family residential,1960.0,Active
153 poinsettia ave,San mateo,San-Mateo-County,Ca,94403,1385000.0,83.0,80.0,2.0,1.0,1370.0,Single family home,1946.0,Active
841 lisa ct,Pacifica,San-Mateo-County,Ca,94044,1298000.0,50.0,48.0,3.0,2.0,1300.0,Single family home,1962.0,Active
222 laurel st #303,San carlos,San-Mateo-County,Ca,94070,865000.0,87.0,42.0,2.0,2.0,940.0,Condo,1963.0,Active
226 brighton ln,Redwood city,San-Mateo-County,Ca,94061,2288000.0,14.0,50.0,4.0,3.5,2114.0,Single family home,1986.0,Active
1059 monte verde dr,Pacifica,San-Mateo-County,Ca,94044,1149000.0,52.0,16.0,3.0,1.0,1040.0,Single family home,1954.0,Active
2200 gellert blvd #6207,South san francisco,San-Mateo-County,Ca,94080,463457.0,77.0,26.0,1.0,1.0,828.0,Condo,2006.0,Active
1 baldwin ave #319,San mateo,San-Mateo-County,Ca,94401,348800.0,94.0,69.0,1.0,1.0,1000.0,Condo,1988.0,Active
814 n delaware st #407,San mateo,San-Mateo-County,Ca,94401,605000.0,80.0,69.0,1.0,1.0,693.0,Condo,1965.0,Active
1308 capistrano dr,Pacifica,San-Mateo-County,Ca,94044,1200000.0,55.0,13.0,3.0,2.0,1105.0,Single family home,1955.0,Active
2416 lincoln,Belmont,San-Mateo-County,Ca,94002,2200000.0,16.0,22.0,3.0,2.0,1720.0,Single family home,1958.0,Active
1802 vera ave,Redwood city,San-Mateo-County,Ca,94061,1329000.0,69.0,63.0,3.0,2.0,1360.0,Duplex,1948.0,Active
1146 grand teton dr,Pacifica,San-Mateo-County,Ca,94044,1545000.0,21.0,9.0,4.0,3.0,1691.0,Single family home,1967.0,Active
3850 annapolis ct,South san francisco,San-Mateo-County,Ca,94080,749000.0,73.0,20.0,2.0,1.0,858.0,Townhouse,1971.0,Active
84 shakespeare st,Daly city,San-Mateo-County,Ca,94014,735000.0,87.0,41.0,2.0,1.0,900.0,Single family residential,1924.0,Active
629 upton st,Redwood city,San-Mateo-County,Ca,94061,1398000.0,73.0,70.0,3.0,2.0,1270.0,Single family home,1953.0,Active
4106 george ave #5,San mateo,San-Mateo-County,Ca,94403,650000.0,76.0,69.0,1.0,1.0,826.0,Condo,1965.0,Active
2620 fordham st,East palo alto,San-Mateo-County,Ca,94303,979000.0,61.0,66.0,3.0,2.0,1160.0,Single family home,1953.0,Active
2330 university ave #190,East palo alto,San-Mateo-County,Ca,94303,698000.0,78.0,74.0,3.0,2.0,1223.0,Condo,2006.0,Active
615 port dr #101,San mateo,San-Mateo-County,Ca,94404,949000.0,14.0,65.0,2.0,2.0,1121.0,Condo,1982.0,Active
777 morrell ave #105,Burlingame,San-Mateo-County,Ca,94010,660000.0,64.0,76.0,1.0,1.0,880.0,Condo,1982.0,Active
70 wylvale ave,Moss beach,San-Mateo-County,Ca,94038,2000000.0,39.0,52.0,3.0,2.5,2200.0,Single family home,1988.0,Active
1426 benito ave,Burlingame,San-Mateo-County,Ca,94010,2199000.0,32.0,23.0,2.0,2.0,1470.0,Single family home,1939.0,Active
1734 quesada way,Burlingame,San-Mateo-County,Ca,94010,2198000.0,54.0,44.0,3.0,2.0,1700.0,Single family home,1955.0,Active
2110 vista del mar,San mateo,San-Mateo-County,Ca,94404,998000.0,32.0,72.0,2.0,2.0,1374.0,Condo,1986.0,Active
1405 hillside blvd,South san francisco,San-Mateo-County,Ca,94080,1298000.0,21.0,13.0,5.0,3.0,1520.0,Single family residential,1950.0,Active
353 granada dr,South san francisco,San-Mateo-County,Ca,94080,1195000.0,38.0,19.0,3.0,1.0,1160.0,Single family residential,1955.0,Active
872 stonegate dr,South san francisco,San-Mateo-County,Ca,94080,898000.0,32.0,13.0,3.0,2.5,1454.0,Townhouse,1970.0,Active
576 3rd ave,San bruno,San-Mateo-County,Ca,94066,799000.0,92.0,63.0,3.0,2.0,1450.0,Single family home,1940.0,Active
231 ave granada,El granada,San-Mateo-County,Ca,94018,1399000.0,58.0,46.0,3.0,2.0,1370.0,Single family home,1970.0,Active
1148 woodside rd,Redwood city,San-Mateo-County,Ca,94061,925000.0,82.0,65.0,2.0,2.5,1296.0,Townhouse,1986.0,Active
1150 pine st unit d,Menlo park,San-Mateo-County,Ca,94025,1248000.0,79.0,99.0,2.0,2.0,1250.0,Condo,1981.0,Active
229 brentwood dr,South san francisco,San-Mateo-County,Ca,94080,1180000.0,76.0,40.0,3.0,1.0,1260.0,Single family residential,1946.0,Active
548 6th ave,Menlo park,San-Mateo-County,Ca,94025,1599000.0,79.0,70.0,3.0,2.0,1360.0,Single family home,1948.0,Active
315 correas st,Half moon bay,San-Mateo-County,Ca,94019,1999000.0,65.0,80.0,5.0,3.0,3480.0,Single family home,1990.0,Active
2106 admiralty ln,Foster city,San-Mateo-County,Ca,94404,988000.0,57.0,50.0,3.0,2.0,1505.0,Co-op,1965.0,Active
4366 callan blvd,Daly city,San-Mateo-County,Ca,94015,1150000.0,57.0,20.0,4.0,2.0,1480.0,Single family home,1970.0,Active
50 horgan ave #23,Redwood city,San-Mateo-County,Ca,94061,1100000.0,84.0,71.0,2.0,2.0,1550.0,Condo,1979.0,Active
880 meridian bay ln #114,Foster city,San-Mateo-County,Ca,94404,958000.0,76.0,68.0,2.0,2.0,1245.0,Condo,1998.0,Active
112 holland st,East palo alto,San-Mateo-County,Ca,94303,899000.0,58.0,74.0,2.0,1.0,890.0,Single family home,1953.0,Active
142 donohoe st,East palo alto,San-Mateo-County,Ca,94303,1700000.0,65.0,76.0,7.0,4.0,3150.0,Multi-family (2-4 unit),1928.0,Active
521 7th ave,Menlo park,San-Mateo-County,Ca,94025,1598000.0,80.0,73.0,3.0,2.0,1270.0,Single family home,1947.0,Active
1987 beach blvd,Pacifica,San-Mateo-County,Ca,94044,1698000.0,62.0,53.0,3.0,3.0,1620.0,Single family home,1996.0,Active
206 palmetto ave,Pacifica,San-Mateo-County,Ca,94044,1025999.0,55.0,31.0,2.0,2.0,1281.0,Condo,1985.0,Active
10 moonlight ct,South san francisco,San-Mateo-County,Ca,94080,1180000.0,65.0,16.0,3.0,3.0,1610.0,Single family residential,1995.0,Active
443 green ridge dr #10,Daly city,San-Mateo-County,Ca,94014,789000.0,70.0,25.0,2.0,2.0,1068.0,Condo,1986.0,Active
1162 oliver st,Redwood city,San-Mateo-County,Ca,94061,1595000.0,61.0,56.0,3.0,2.0,1260.0,Single family home,1947.0,Active
710 mariners island blvd #212,San mateo,San-Mateo-County,Ca,94404,588800.0,60.0,71.0,1.0,1.0,726.0,Condo,1968.0,Active
635 true wind way #515,Redwood city,San-Mateo-County,Ca,94063,1285000.0,27.0,64.0,2.0,2.5,1428.0,Condo,2012.0,Active
326 park st,Redwood city,San-Mateo-County,Ca,94061,1300000.0,89.0,74.0,3.0,2.0,1480.0,Single family residential,1941.0,Active
168 culebra #168,Moss beach,San-Mateo-County,Ca,94038,299000.0,28.0,37.0,3.0,2.0,1100.0,Double-wide mobile home,1965.0,Active
1548 cypress ave,Burlingame,San-Mateo-County,Ca,94010,1850000.0,91.0,75.0,2.0,1.0,1540.0,Single family residential,1927.0,Pending
910 beach park blvd #100,Foster city,San-Mateo-County,Ca,94404,899000.0,52.0,67.0,2.0,2.0,1060.0,Condo,1973.0,Active
276 2nd ave,Daly city,San-Mateo-County,Ca,94014,1050000.0,90.0,41.0,2.0,2.0,1020.0,Single family residential,1950.0,Active
116 lassen dr,San bruno,San-Mateo-County,Ca,94066,1488000.0,22.0,12.0,3.0,2.5,2000.0,Single family residential,1966.0,Contingent - show
2 lisbon ln,Redwood city,San-Mateo-County,Ca,94063,1348000.0,94.0,85.0,3.0,3.0,1648.0,Townhouse,2021.0,Active
138 dundee dr,South san francisco,San-Mateo-County,Ca,94080,1499000.0,34.0,15.0,4.0,3.0,1950.0,Single family home,1961.0,Active
525 cleveland st,Redwood city,San-Mateo-County,Ca,94062,2100000.0,89.0,70.0,6.0,3.0,2830.0,Triplex,1940.0,Active
341 bellevue ave,Daly city,San-Mateo-County,Ca,94014,988000.0,69.0,14.0,4.0,3.0,1780.0,Single family home,1950.0,Active
447 elm ave,San bruno,San-Mateo-County,Ca,94066,1250000.0,93.0,44.0,3.0,1.5,1470.0,Single family home,1946.0,Active
1551 southgate ave #164,Daly city,San-Mateo-County,Ca,94015,498888.0,68.0,45.0,1.0,1.0,813.0,Condo,1974.0,Active
618 n mayfair ave,Daly city,San-Mateo-County,Ca,94015,1486000.0,76.0,61.0,4.0,3.0,1780.0,Single family home,1954.0,Active
207 boardwalk ave unit g,San bruno,San-Mateo-County,Ca,94066,798000.0,60.0,37.0,3.0,2.0,1133.0,Condo,1971.0,Active
1137 paloma ave unit e,Burlingame,San-Mateo-County,Ca,94010,999980.0,91.0,84.0,1.0,1.5,1045.0,Townhouse,2007.0,Active
2340 donegal ave,South san francisco,San-Mateo-County,Ca,94080,1888888.0,73.0,29.0,4.0,3.0,2240.0,Single family home,1963.0,Active
900 francisco st,El granada,San-Mateo-County,Ca,94018,998000.0,45.0,51.0,2.0,1.0,990.0,Single family home,1953.0,Active
110 park rd #205,Burlingame,San-Mateo-County,Ca,94010,1350000.0,97.0,82.0,2.0,2.0,1740.0,Condo,1975.0,Active
170 station ave,Daly city,San-Mateo-County,Ca,94014,1200000.0,93.0,42.0,4.0,3.0,2720.0,Single family home,1980.0,Active
675 sharon park dr #314,Menlo park,San-Mateo-County,Ca,94025,995000.0,65.0,60.0,2.0,2.0,986.0,Condo,1968.0,Active
677 portofino ln,Foster city,San-Mateo-County,Ca,94404,1188000.0,42.0,46.0,2.0,2.5,1780.0,Condo,1975.0,Active
998 hensley ave,San bruno,San-Mateo-County,Ca,94066,1259888.0,89.0,57.0,4.0,3.0,1913.0,Single family residential,1924.0,Active
151 el camino real #201,Millbrae,San-Mateo-County,Ca,94030,1299900.0,91.0,65.0,2.0,2.0,1330.0,Condo,2010.0,Active
2816 curtis ave,Redwood city,San-Mateo-County,Ca,94063,988888.0,83.0,79.0,4.0,2.0,1140.0,Duplex,1958.0,Active
3222 glendora dr #210,San mateo,San-Mateo-County,Ca,94403,645000.0,65.0,31.0,1.0,1.0,900.0,Condo,1973.0,Active
2335 connolly way,East palo alto,San-Mateo-County,Ca,94303,970000.0,54.0,77.0,3.0,2.0,1180.0,Single family residential,1963.0,Active
620 manor dr,Pacifica,San-Mateo-County,Ca,94044,899000.0,48.0,17.0,3.0,2.0,1360.0,Single family home,1958.0,Active
316 n delaware st,San mateo,San-Mateo-County,Ca,94401,1695000.0,87.0,74.0,3.0,3.0,2088.0,Multi-family (2-4 unit),1928.0,Active
